,id,anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,representatividad_poblacional,rol_familiar_registrado,trabajo,tiene_alto_valor_adquisitivo
6847,6848,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,2977,mujer,55,judaismo,232799,sin_familia,otros,0
6848,6849,18,Palermo,relacion_de_dependencia,29,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,174163,sin_familia,profesional_especializado,0
6849,6850,6,Palermo,relacion_de_dependencia,57,5-6_grado,divorciado,0,mujer,40,cristianismo,47178,sin_familia,otros,0
6850,6851,17,Palermo,monotibutista,62,universidad_3_anio,matrimonio_civil,0,hombre,6,cristianismo,97950,casado,reparador,0
6851,6852,13,Palermo,relacion_de_dependencia,26,4_anio,sin_matrimonio,0,hombre,50,cristianismo,342765,con_hijos,entretenimiento,0
6852,6853,17,Palermo,empleado_municipal,42,universidad_3_anio,divorciado,0,mujer,55,cristianismo,209818,otro,profesional_especializado,0
6853,6854,16,Palermo,relacion_de_dependencia,36,universidad_2_anio,matrimonio_civil,0,mujer,31,cristianismo,349534,casada,profesional_especializado,1
6854,6855,14,Palermo,responsable_inscripto,43,5_anio,matrimonio_civil,0,hombre,75,cristianismo,170214,casado,directivo_gerente,1
6855,6856,14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,hombre,40,cristianismo,145284,sin_familia,entretenimiento,0
6856,6857,13,Palermo,relacion_de_dependencia,33,4_anio,divorciado,0,hombre,50,cristianismo,124161,sin_familia,reparador,0
6857,6858,13,Palermo,relacion_de_dependencia,48,4_anio,sin_matrimonio,0,mujer,40,cristianismo,105357,soltero_a,ventas,0
6858,6859,19,Palermo,relacion_de_dependencia,32,universiada_5_anio,matrimonio_militar,99999,mujer,60,cristianismo,355700,casada,profesional_especializado,1
6859,6860,17,Palermo,relacion_de_dependencia,30,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,99928,sin_familia,ventas,0
6860,6861,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,0,mujer,20,cristianismo,308739,con_hijos,entretenimiento,0
6861,6862,17,Palermo,responsable_inscripto,58,universidad_3_anio,matrimonio_civil,0,hombre,70,cristianismo,179781,casado,ventas,1
6862,6863,20,Otro Barrio,empleadao_estatal,52,universiada_6_anio,matrimonio_civil,0,hombre,40,budismo,297906,casado,profesional_especializado,1
6863,6864,18,Palermo,relacion_de_dependencia,25,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,189663,con_hijos,profesional_especializado,0
6864,6865,17,Palermo,monotibutista,39,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,339029,casado,directivo_gerente,0
6865,6866,13,Palermo,monotibutista,39,4_anio,matrimonio_civil,0,hombre,45,cristianismo,87076,casado,sector_primario,0
6866,6867,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,0,mujer,40,judaismo,109928,con_hijos,entretenimiento,0
6867,6868,13,Palermo,relacion_de_dependencia,55,4_anio,divorciado,0,mujer,40,cristianismo,218456,soltero_a,ventas,0
6868,6869,13,Palermo,empleado_municipal,26,4_anio,matrimonio_civil,0,hombre,75,cristianismo,176756,casado,soporte_tecnico,0
6869,6870,19,Palermo,No respondio,69,universiada_5_anio,matrimonio_civil,0,hombre,35,cristianismo,214923,casado,No respondio,0
6870,6871,14,Otro Barrio,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,mujer,10,cristianismo,191789,con_hijos,entretenimiento,0
6871,6872,10,Palermo,relacion_de_dependencia,19,1_anio,sin_matrimonio,0,hombre,40,cristianismo,238383,con_hijos,sector_primario,0
6872,6873,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,25,cristianismo,315476,con_hijos,reparador,0
6873,6874,17,Palermo,relacion_de_dependencia,36,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,195148,con_hijos,directivo_gerente,0
6874,6875,13,Palermo,No respondio,49,4_anio,viudo_a,0,mujer,80,cristianismo,174274,sin_familia,No respondio,0
6875,6876,8,Otro Barrio,relacion_de_dependencia,42,7-8_grado,divorciado,0,mujer,40,cristianismo,143208,soltero_a,otros,0
6876,6877,15,Palermo,relacion_de_dependencia,40,universidad_1_anio,divorciado,0,mujer,35,cristianismo,30201,sin_familia,limpiador,0
6877,6878,17,Palermo,responsable_inscripto,35,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,200352,casado,soporte_tecnico,1
6878,6879,11,Flores,relacion_de_dependencia,31,2_anio,sin_matrimonio,0,hombre,30,cristianismo,117028,con_hijos,otros,0
6879,6880,13,Palermo,relacion_de_dependencia,45,4_anio,viudo_a,0,hombre,65,cristianismo,44489,soltero_a,sector_primario,0
6880,6881,13,Palermo,relacion_de_dependencia,52,4_anio,divorciado,0,mujer,40,cristianismo,236222,sin_familia,directivo_gerente,0
6881,6882,16,Palermo,relacion_de_dependencia,23,universidad_2_anio,sin_matrimonio,0,mujer,35,cristianismo,496856,con_hijos,ventas,0
6882,6883,11,Palermo,relacion_de_dependencia,29,2_anio,separado,0,mujer,40,judaismo,132675,con_hijos,otros,0
6883,6884,15,Palermo,relacion_de_dependencia,42,universidad_1_anio,matrimonio_civil,0,hombre,45,cristianismo,89226,casado,transporte,0
6884,6885,13,Palermo,No respondio,36,4_anio,sin_matrimonio,0,hombre,40,cristianismo,112660,con_hijos,No respondio,0
6885,6886,14,Palermo,empleadao_estatal,61,5_anio,divorciado,0,mujer,40,judaismo,294466,sin_familia,entretenimiento,0
6886,6887,8,Palermo,relacion_de_dependencia,58,7-8_grado,separado,0,mujer,24,cristianismo,201011,sin_familia,otros,0
6887,6888,13,Palermo,relacion_de_dependencia,47,4_anio,sin_matrimonio,0,mujer,65,cristianismo,27624,sin_familia,ventas,0
6888,6889,17,Palermo,relacion_de_dependencia,31,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,385959,sin_familia,entretenimiento,0
6889,6890,17,Palermo,relacion_de_dependencia,53,universidad_3_anio,matrimonio_civil,0,hombre,80,cristianismo,214691,casado,profesional_especializado,1
6890,6891,14,Palermo,relacion_de_dependencia,34,5_anio,divorciado,0,mujer,40,cristianismo,196253,soltero_a,entretenimiento,0
6891,6892,14,Palermo,empleado_municipal,62,5_anio,divorciado,0,hombre,40,ateismo,242341,sin_familia,profesional_especializado,0
6892,6893,14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,mujer,35,otro,195016,sin_familia,profesional_especializado,0
6893,6894,18,Puerto Madero,relacion_de_dependencia,47,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,174794,sin_familia,profesional_especializado,0
6894,6895,13,Palermo,monotibutista,59,4_anio,matrimonio_civil,2635,hombre,60,cristianismo,134470,casado,sector_primario,0
6895,6896,10,Palermo,relacion_de_dependencia,17,1_anio,sin_matrimonio,0,mujer,30,cristianismo,166360,con_hijos,reparador,0
6896,6897,17,Palermo,empleado_municipal,40,universidad_3_anio,divorciado,0,mujer,40,ateismo,26671,soltero_a,profesional_especializado,0
6897,6898,13,Palermo,monotibutista,38,4_anio,matrimonio_civil,0,hombre,47,cristianismo,589838,casado,reparador,0
6898,6899,14,Palermo,relacion_de_dependencia,45,5_anio,divorciado,0,hombre,50,cristianismo,149169,sin_familia,reparador,0
6899,6900,13,Palermo,relacion_de_dependencia,46,4_anio,matrimonio_civil,5013,hombre,40,cristianismo,287920,casado,reparador,0
6900,6901,13,Palermo,relacion_de_dependencia,57,4_anio,matrimonio_civil,0,hombre,60,cristianismo,56080,casado,otros,0
6901,6902,15,Palermo,empleado_provincial,22,universidad_1_anio,sin_matrimonio,0,hombre,10,cristianismo,211798,con_hijos,entretenimiento,0
6902,6903,13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,0,hombre,40,cristianismo,415266,casado,soporte_tecnico,0
6903,6904,17,Palermo,relacion_de_dependencia,42,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,147110,casado,otros,0
6904,6905,11,Palermo,relacion_de_dependencia,32,2_anio,matrimonio_civil,7298,hombre,60,cristianismo,228873,casado,transporte,1
6905,6906,9,Palermo,relacion_de_dependencia,40,9_grado,sin_matrimonio,0,hombre,40,judaismo,305348,otro,reparador,0
6906,6907,13,Palermo,empleadao_estatal,50,4_anio,matrimonio_civil,7298,hombre,50,cristianismo,189831,casado,soporte_tecnico,1
6907,6908,14,Palermo,relacion_de_dependencia,45,5_anio,matrimonio_civil,0,hombre,50,cristianismo,247379,casado,directivo_gerente,1
6908,6909,14,Palermo,empleadao_estatal,38,5_anio,separado,0,hombre,40,cristianismo,198841,sin_familia,limpiador,0
6909,6910,17,Palermo,relacion_de_dependencia,29,universidad_3_anio,matrimonio_civil,-1628,hombre,47,cristianismo,364986,casado,directivo_gerente,1
6910,6911,14,Palermo,relacion_de_dependencia,31,5_anio,matrimonio_civil,0,hombre,44,cristianismo,203488,casado,ventas,0
6911,6912,13,Palermo,relacion_de_dependencia,31,4_anio,separado,0,mujer,24,cristianismo,141118,soltero_a,otros,0
6912,6913,13,Palermo,monotibutista,49,4_anio,matrimonio_civil,0,hombre,50,cristianismo,155862,casado,sector_primario,0
6913,6914,13,Palermo,relacion_de_dependencia,46,4_anio,matrimonio_civil,0,hombre,40,cristianismo,324550,casado,reparador,0
6914,6915,13,Palermo,relacion_de_dependencia,55,4_anio,matrimonio_civil,0,hombre,35,cristianismo,174353,casado,transporte,0
6915,6916,13,Palermo,monotibutista,82,4_anio,divorciado,0,hombre,12,cristianismo,181912,sin_familia,directivo_gerente,0
6916,6917,14,Palermo,relacion_de_dependencia,45,5_anio,matrimonio_civil,15024,hombre,37,cristianismo,168191,casado,soporte_tecnico,1
6917,6918,16,Palermo,No respondio,35,universidad_2_anio,matrimonio_civil,5178,mujer,12,cristianismo,216068,casada,No respondio,0
6918,6919,14,Palermo,relacion_de_dependencia,41,5_anio,matrimonio_civil,0,hombre,60,cristianismo,125461,casado,directivo_gerente,1
6919,6920,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,40,cristianismo,162688,con_hijos,inspector,0
6920,6921,12,Palermo,relacion_de_dependencia,19,3_anio,sin_matrimonio,0,mujer,30,cristianismo,234406,con_hijos,ventas,0
6921,6922,13,Palermo,empleado_provincial,41,4_anio,separado,0,hombre,40,cristianismo,114537,soltero_a,limpiador,0
6922,6923,13,Palermo,relacion_de_dependencia,40,4_anio,divorciado,0,hombre,45,cristianismo,68111,sin_familia,reparador,0
6923,6924,13,Palermo,relacion_de_dependencia,44,4_anio,separado,0,hombre,40,judaismo,322799,con_hijos,inspector,0
6924,6925,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,40,cristianismo,479296,otro,otros,0
6925,6926,14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,70,cristianismo,323385,casado,directivo_gerente,1
6926,6927,13,Palermo,relacion_de_dependencia,63,4_anio,matrimonio_civil,0,hombre,35,cristianismo,162772,casado,transporte,0
6927,6928,13,Palermo,relacion_de_dependencia,53,4_anio,pareja_no_presente,10520,hombre,40,cristianismo,27166,sin_familia,transporte,1
6928,6929,13,Palermo,No respondio,55,4_anio,pareja_no_presente,0,mujer,40,judaismo,142642,soltero_a,No respondio,0
6929,6930,14,Palermo,relacion_de_dependencia,19,5_anio,matrimonio_militar,0,mujer,40,cristianismo,162954,casada,limpiador,0
6930,6931,17,Palermo,empleadao_estatal,45,universidad_3_anio,sin_matrimonio,0,mujer,45,cristianismo,90533,sin_familia,directivo_gerente,0
6931,6932,14,Palermo,relacion_de_dependencia,52,5_anio,divorciado,0,hombre,84,cristianismo,234286,sin_familia,transporte,0
6932,6933,12,Palermo,relacion_de_dependencia,17,3_anio,sin_matrimonio,0,hombre,18,cristianismo,355559,con_hijos,profesional_especializado,0
6933,6934,14,Palermo,relacion_de_dependencia,35,5_anio,matrimonio_civil,0,hombre,40,cristianismo,32528,casado,inspector,0
6934,6935,17,Palermo,relacion_de_dependencia,45,universidad_3_anio,sin_matrimonio,0,mujer,50,cristianismo,132847,sin_familia,ventas,0
6935,6936,13,Palermo,relacion_de_dependencia,46,4_anio,sin_matrimonio,0,hombre,45,cristianismo,279724,sin_familia,inspector,0
6936,6937,17,Palermo,relacion_de_dependencia,50,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,30827,casado,ventas,1
6937,6938,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,mujer,40,cristianismo,179772,soltero_a,ventas,0
6938,6939,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,112264,casado,reparador,0
6939,6940,13,Palermo,relacion_de_dependencia,51,4_anio,matrimonio_civil,0,hombre,40,cristianismo,93690,casado,directivo_gerente,1
6940,6941,13,Palermo,empleado_municipal,52,4_anio,matrimonio_civil,0,hombre,40,cristianismo,178983,casado,profesional_especializado,0
6941,6942,10,Palermo,No respondio,55,1_anio,viudo_a,0,mujer,45,cristianismo,194740,sin_familia,No respondio,0
6942,6943,17,Palermo,empleado_municipal,48,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,283037,casado,profesional_especializado,0
6943,6944,13,Palermo,relacion_de_dependencia,27,4_anio,sin_matrimonio,0,hombre,32,cristianismo,312485,con_hijos,limpiador,0
6944,6945,13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,hombre,40,cristianismo,202450,con_hijos,reparador,0
6945,6946,10,Palermo,empleado_municipal,29,1_anio,sin_matrimonio,0,hombre,40,cristianismo,272569,sin_familia,sector_primario,0
6946,6947,12,Palermo,relacion_de_dependencia,53,3_anio,matrimonio_civil,0,hombre,40,cristianismo,231865,casado,reparador,0
6947,6948,13,Caballito,relacion_de_dependencia,26,4_anio,sin_matrimonio,0,mujer,40,judaismo,195693,soltero_a,entretenimiento,0
6948,6949,13,Palermo,relacion_de_dependencia,27,4_anio,sin_matrimonio,0,mujer,40,cristianismo,108574,con_hijos,otros,0
6949,6950,13,Palermo,monotibutista,58,4_anio,matrimonio_civil,0,hombre,40,cristianismo,605504,casado,ventas,0
6950,6951,13,Puerto Madero,monotibutista,19,4_anio,sin_matrimonio,0,hombre,40,cristianismo,140985,con_hijos,reparador,0
6951,6952,14,Palermo,empleado_provincial,22,5_anio,sin_matrimonio,0,hombre,20,judaismo,160369,con_hijos,otros,0
6952,6953,15,Palermo,relacion_de_dependencia,29,universidad_1_anio,sin_matrimonio,0,mujer,40,cristianismo,303440,sin_familia,directivo_gerente,0
6953,6954,13,Palermo,relacion_de_dependencia,44,4_anio,matrimonio_civil,0,hombre,40,cristianismo,263871,casado,reparador,0
6954,6955,15,Palermo,relacion_de_dependencia,55,universidad_1_anio,divorciado,0,mujer,40,cristianismo,28338,sin_familia,profesional_especializado,0
6955,6956,14,Palermo,responsable_inscripto,36,5_anio,matrimonio_civil,0,hombre,30,cristianismo,298624,casado,directivo_gerente,1
6956,6957,14,Palermo,relacion_de_dependencia,41,5_anio,matrimonio_civil,-1902,hombre,40,cristianismo,139126,casado,directivo_gerente,1
6957,6958,13,Palermo,relacion_de_dependencia,57,4_anio,sin_matrimonio,0,mujer,32,judaismo,197994,otro,otros,0
6958,6959,13,Palermo,empleado_municipal,34,4_anio,sin_matrimonio,0,hombre,40,cristianismo,241259,sin_familia,seguridad,0
6959,6960,13,Palermo,monotibutista,80,4_anio,matrimonio_civil,0,hombre,30,cristianismo,248568,casado,sector_primario,0
6960,6961,17,Palermo,monotibutista,59,universidad_3_anio,matrimonio_civil,0,hombre,35,cristianismo,304779,casado,directivo_gerente,0
6961,6962,13,Palermo,relacion_de_dependencia,58,4_anio,matrimonio_civil,0,hombre,40,cristianismo,143266,casado,otros,0
6962,6963,14,Palermo,relacion_de_dependencia,51,5_anio,matrimonio_civil,0,hombre,38,cristianismo,169719,casado,entretenimiento,0
6963,6964,13,Palermo,relacion_de_dependencia,34,4_anio,divorciado,0,hombre,40,cristianismo,257128,sin_familia,reparador,0
6964,6965,15,Palermo,relacion_de_dependencia,45,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,78507,casado,reparador,1
6965,6966,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,3103,hombre,40,cristianismo,490332,casado,profesional_especializado,1
6966,6967,14,La Boca,relacion_de_dependencia,32,5_anio,divorciado,0,hombre,50,cristianismo,244200,sin_familia,directivo_gerente,0
6967,6968,20,Palermo,monotibutista,44,universiada_6_anio,matrimonio_civil,0,hombre,70,cristianismo,95298,casado,profesional_especializado,1
6968,6969,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,329174,sin_familia,entretenimiento,0
6969,6970,12,Palermo,relacion_de_dependencia,33,3_anio,sin_matrimonio,0,hombre,40,cristianismo,107142,soltero_a,reparador,0
6970,6971,17,Palermo,empleado_provincial,39,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,33975,sin_familia,profesional_especializado,0
6971,6972,14,Belgrano,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,hombre,40,cristianismo,201579,soltero_a,reparador,0
6972,6973,13,Palermo,monotibutista,39,4_anio,matrimonio_civil,0,hombre,45,cristianismo,122852,casado,transporte,0
6973,6974,13,Palermo,relacion_de_dependencia,35,4_anio,divorciado,27828,hombre,60,cristianismo,272742,sin_familia,ventas,1
6974,6975,18,Palermo,relacion_de_dependencia,53,universidad_4_anio,divorciado,4865,mujer,40,cristianismo,161691,sin_familia,directivo_gerente,0
6975,6976,17,Palermo,empleado_municipal,41,universidad_3_anio,matrimonio_civil,7688,hombre,40,cristianismo,223410,casado,profesional_especializado,1
6976,6977,13,Palermo,relacion_de_dependencia,90,4_anio,matrimonio_civil,2414,hombre,40,cristianismo,250832,casado,transporte,0
6977,6978,15,Palermo,empleado_municipal,44,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,282069,casado,sector_primario,0
6978,6979,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,hombre,40,cristianismo,369164,con_hijos,reparador,0
6979,6980,8,Palermo,monotibutista,81,7-8_grado,matrimonio_civil,0,hombre,21,cristianismo,218521,casado,sector_primario,0
6980,6981,15,Palermo,relacion_de_dependencia,19,universidad_1_anio,sin_matrimonio,0,mujer,20,cristianismo,136405,con_hijos,otros,0
6981,6982,17,Palermo,relacion_de_dependencia,40,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,199018,casado,entretenimiento,0
6982,6983,13,Palermo,empleado_municipal,28,4_anio,divorciado,0,mujer,40,cristianismo,299249,sin_familia,seguridad,0
6983,6984,13,Palermo,relacion_de_dependencia,50,4_anio,matrimonio_civil,0,mujer,52,cristianismo,235567,casada,directivo_gerente,0
6984,6985,14,Palermo,monotibutista,51,5_anio,separado,0,mujer,60,cristianismo,73493,sin_familia,directivo_gerente,0
6985,6986,14,Palermo,relacion_de_dependencia,54,5_anio,matrimonio_civil,0,mujer,40,cristianismo,320012,casada,entretenimiento,0
6986,6987,14,Palermo,responsable_inscripto,37,5_anio,matrimonio_civil,0,hombre,40,cristianismo,183898,casado,directivo_gerente,1
6987,6988,14,Palermo,empleado_provincial,31,5_anio,sin_matrimonio,0,mujer,40,judaismo,190027,con_hijos,otros,0
6988,6989,13,Palermo,relacion_de_dependencia,31,4_anio,matrimonio_civil,0,hombre,40,cristianismo,87891,casado,inspector,0
6989,6990,13,Palermo,relacion_de_dependencia,38,4_anio,matrimonio_civil,0,hombre,40,cristianismo,304001,casado,reparador,0
6990,6991,18,Palermo,relacion_de_dependencia,40,universidad_4_anio,sin_matrimonio,0,hombre,50,cristianismo,171424,sin_familia,profesional_especializado,0
6991,6992,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,40,cristianismo,123807,otro,entretenimiento,0
6992,6993,14,Palermo,No respondio,22,5_anio,sin_matrimonio,0,mujer,24,judaismo,210802,con_hijos,No respondio,0
6993,6994,12,Palermo,relacion_de_dependencia,25,3_anio,matrimonio_civil,0,hombre,40,cristianismo,80220,casado,transporte,0
6994,6995,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,20,cristianismo,216413,con_hijos,otros,0
6995,6996,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,16,judaismo,423453,con_hijos,ventas,0
6996,6997,14,Palermo,relacion_de_dependencia,30,5_anio,matrimonio_civil,0,hombre,55,cristianismo,178835,casado,ventas,0
6997,6998,14,Palermo,relacion_de_dependencia,35,5_anio,matrimonio_civil,0,hombre,40,cristianismo,304001,casado,reparador,0
6998,6999,17,Palermo,relacion_de_dependencia,35,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,167482,casado,directivo_gerente,1
6999,7000,14,Palermo,relacion_de_dependencia,32,5_anio,separado,-2231,hombre,40,cristianismo,26543,sin_familia,profesional_especializado,0
7000,7001,17,Palermo,relacion_de_dependencia,52,universidad_3_anio,divorciado,0,mujer,40,cristianismo,176409,sin_familia,entretenimiento,0
7001,7002,17,Palermo,empleado_provincial,46,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,87018,soltero_a,directivo_gerente,0
7002,7003,13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,mujer,40,cristianismo,251603,con_hijos,entretenimiento,0
7003,7004,17,Palermo,empleado_municipal,44,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,366180,sin_familia,profesional_especializado,0
7004,7005,18,Palermo,relacion_de_dependencia,42,universidad_4_anio,matrimonio_civil,-2415,hombre,55,cristianismo,186916,casado,directivo_gerente,1
7005,7006,11,Palermo,monotibutista,30,2_anio,divorciado,-653,hombre,40,cristianismo,164461,soltero_a,ventas,0
7006,7007,14,Palermo,relacion_de_dependencia,42,5_anio,divorciado,0,mujer,40,cristianismo,54102,soltero_a,entretenimiento,0
7007,7008,17,Palermo,monotibutista,48,universidad_3_anio,sin_matrimonio,0,hombre,35,cristianismo,199058,sin_familia,profesional_especializado,0
7008,7009,13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,hombre,40,cristianismo,293324,sin_familia,directivo_gerente,0
7009,7010,17,Palermo,relacion_de_dependencia,47,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,96798,casado,profesional_especializado,1
7010,7011,13,Palermo,monotibutista,65,4_anio,matrimonio_civil,0,hombre,3,cristianismo,132340,casado,inspector,0
7011,7012,17,Palermo,relacion_de_dependencia,45,universidad_3_anio,divorciado,0,hombre,40,cristianismo,175925,sin_familia,inspector,0
7012,7013,11,Palermo,monotibutista,17,2_anio,sin_matrimonio,0,hombre,15,cristianismo,33230,con_hijos,sector_primario,0
7013,7014,13,Palermo,empleado_municipal,20,4_anio,sin_matrimonio,0,hombre,10,budismo,298871,con_hijos,otros,0
7014,7015,15,Palermo,relacion_de_dependencia,26,universidad_1_anio,sin_matrimonio,0,hombre,50,judaismo,142760,sin_familia,ventas,0
7015,7016,14,Palermo,relacion_de_dependencia,30,5_anio,sin_matrimonio,0,hombre,40,cristianismo,200700,sin_familia,ventas,0
7016,7017,17,Otro Barrio,relacion_de_dependencia,48,universidad_3_anio,divorciado,0,mujer,60,cristianismo,117310,soltero_a,entretenimiento,0
7017,7018,16,Palermo,relacion_de_dependencia,44,universidad_2_anio,matrimonio_civil,0,hombre,40,cristianismo,238188,casado,ventas,0
7018,7019,18,Palermo,relacion_de_dependencia,29,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,354496,sin_familia,profesional_especializado,0
7019,7020,9,Palermo,relacion_de_dependencia,18,9_grado,sin_matrimonio,0,hombre,16,cristianismo,416541,con_hijos,limpiador,0
7020,7021,9,Palermo,relacion_de_dependencia,52,9_grado,separado,0,hombre,40,judaismo,42902,sin_familia,otros,0
7021,7022,15,Palermo,relacion_de_dependencia,30,universidad_1_anio,divorciado,0,hombre,40,cristianismo,180317,sin_familia,inspector,0
7022,7023,12,Palermo,relacion_de_dependencia,50,3_anio,sin_matrimonio,0,hombre,40,judaismo,378581,otro,seguridad,0
7023,7024,17,Palermo,empleado_municipal,45,universidad_3_anio,divorciado,0,mujer,50,cristianismo,213620,sin_familia,profesional_especializado,0
7024,7025,13,Palermo,relacion_de_dependencia,58,4_anio,divorciado,99999,mujer,40,cristianismo,186905,soltero_a,entretenimiento,1
7025,7026,13,Palermo,relacion_de_dependencia,47,4_anio,sin_matrimonio,0,hombre,40,cristianismo,182054,sin_familia,inspector,0
7026,7027,14,Palermo,empleado_municipal,64,5_anio,viudo_a,0,hombre,50,cristianismo,189634,sin_familia,directivo_gerente,0
7027,7028,17,Palermo,empleado_municipal,25,universidad_3_anio,sin_matrimonio,0,mujer,50,cristianismo,170070,sin_familia,profesional_especializado,0
7028,7029,16,Palermo,relacion_de_dependencia,42,universidad_2_anio,divorciado,0,hombre,40,cristianismo,445382,sin_familia,reparador,0
7029,7030,13,Palermo,responsable_inscripto,46,4_anio,matrimonio_civil,0,hombre,75,cristianismo,168211,casado,directivo_gerente,1
7030,7031,17,Palermo,relacion_de_dependencia,22,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,341760,con_hijos,directivo_gerente,0
7031,7032,13,Palermo,relacion_de_dependencia,26,4_anio,matrimonio_civil,0,hombre,40,cristianismo,152452,casado,reparador,0
7032,7033,14,Palermo,relacion_de_dependencia,49,5_anio,divorciado,3674,mujer,40,cristianismo,558752,sin_familia,entretenimiento,0
7033,7034,14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,mujer,38,cristianismo,153813,soltero_a,directivo_gerente,0
7034,7035,13,Palermo,relacion_de_dependencia,54,4_anio,matrimonio_civil,0,hombre,40,cristianismo,81859,casado,entretenimiento,0
7035,7036,11,Palermo,monotibutista,47,2_anio,matrimonio_civil,0,hombre,60,cristianismo,51664,casado,sector_primario,0
7036,7037,17,Barracas,relacion_de_dependencia,46,universidad_3_anio,divorciado,0,mujer,40,budismo,334421,soltero_a,ventas,0
7037,7038,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,42,cristianismo,239415,casado,reparador,0
7038,7039,14,Palermo,empleado_municipal,57,5_anio,viudo_a,6849,hombre,40,cristianismo,62701,sin_familia,directivo_gerente,0
7039,7040,14,Palermo,responsable_inscripto,37,5_anio,matrimonio_civil,0,hombre,50,cristianismo,347491,casado,directivo_gerente,1
7040,7041,11,Palermo,empleado_municipal,54,2_anio,viudo_a,0,mujer,40,judaismo,108739,soltero_a,seguridad,0
7041,7042,13,Palermo,relacion_de_dependencia,34,4_anio,separado,2174,hombre,45,cristianismo,340917,sin_familia,inspector,0
7042,7043,13,Belgrano,empleadao_estatal,54,4_anio,sin_matrimonio,0,mujer,40,cristianismo,160636,soltero_a,entretenimiento,0
7043,7044,17,Palermo,relacion_de_dependencia,49,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,116927,casado,ventas,1
7044,7045,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,mujer,20,cristianismo,179423,con_hijos,entretenimiento,0
7045,7046,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,mujer,4,cristianismo,347829,con_hijos,otros,0
7046,7047,20,Otro Barrio,monotibutista,62,universiada_6_anio,matrimonio_civil,0,hombre,50,cristianismo,56317,casado,profesional_especializado,1
7047,7048,13,Palermo,responsable_inscripto,37,4_anio,matrimonio_civil,0,hombre,55,cristianismo,347189,casado,directivo_gerente,1
7048,7049,14,Palermo,relacion_de_dependencia,42,5_anio,matrimonio_civil,0,hombre,50,cristianismo,201520,casado,reparador,0
