,categoria_de_trabajo,estado_marital,genero,trabajo,tiene_alto_valor_adquisitivo
8695,5.0,1.0,0.0,8.0,0
8696,5.0,5.0,0.0,4.0,0
8697,5.0,5.0,1.0,12.0,0
8698,5.0,0.0,1.0,6.0,0
8699,4.0,1.0,0.0,14.0,0
8700,2.0,5.0,1.0,7.0,0
8701,5.0,5.0,0.0,4.0,0
8702,0.0,5.0,0.0,0.0,0
8703,5.0,5.0,0.0,1.0,0
8704,3.0,1.0,0.0,10.0,0
8705,1.0,1.0,0.0,1.0,0
8706,5.0,1.0,0.0,12.0,0
8707,5.0,5.0,0.0,6.0,0
8708,5.0,4.0,0.0,8.0,0
8709,4.0,1.0,1.0,1.0,0
8710,0.0,5.0,0.0,0.0,0
8711,5.0,1.0,0.0,1.0,0
8712,4.0,1.0,0.0,13.0,0
8713,0.0,1.0,0.0,0.0,0
8714,5.0,0.0,1.0,6.0,0
8715,5.0,1.0,0.0,1.0,1
8716,3.0,1.0,0.0,7.0,0
8717,5.0,1.0,0.0,9.0,0
8718,5.0,1.0,0.0,8.0,0
8719,3.0,1.0,0.0,1.0,0
8720,4.0,1.0,0.0,14.0,0
8721,0.0,1.0,0.0,0.0,0
8722,1.0,5.0,0.0,13.0,0
8723,5.0,3.0,0.0,13.0,0
8724,5.0,5.0,0.0,8.0,0
8725,3.0,1.0,0.0,8.0,0
8726,5.0,5.0,1.0,3.0,0
8727,5.0,0.0,1.0,3.0,0
8728,5.0,0.0,1.0,9.0,0
8729,3.0,5.0,0.0,10.0,0
8730,5.0,5.0,1.0,7.0,0
8731,4.0,1.0,0.0,8.0,0
8732,5.0,5.0,1.0,6.0,0
8733,5.0,1.0,0.0,8.0,0
8734,5.0,1.0,0.0,1.0,0
8735,4.0,6.0,0.0,14.0,0
8736,5.0,1.0,0.0,4.0,0
8737,5.0,0.0,0.0,13.0,0
8738,5.0,1.0,0.0,7.0,0
8739,5.0,1.0,1.0,12.0,0
8740,6.0,1.0,0.0,1.0,1
8741,5.0,0.0,1.0,3.0,0
8742,5.0,1.0,0.0,7.0,0
8743,2.0,5.0,0.0,5.0,0
8744,5.0,0.0,1.0,3.0,0
8745,5.0,5.0,1.0,6.0,0
8746,5.0,1.0,0.0,1.0,1
8747,5.0,5.0,0.0,14.0,0
8748,5.0,5.0,1.0,1.0,0
8749,5.0,1.0,0.0,8.0,0
8750,5.0,1.0,0.0,13.0,0
8751,4.0,6.0,0.0,9.0,0
8752,5.0,0.0,0.0,4.0,0
8753,0.0,5.0,1.0,0.0,0
8754,5.0,5.0,0.0,5.0,0
8755,2.0,1.0,1.0,7.0,1
8756,5.0,5.0,1.0,14.0,0
8757,1.0,1.0,0.0,7.0,0
8758,5.0,1.0,0.0,4.0,0
8759,5.0,1.0,0.0,1.0,0
8760,0.0,6.0,0.0,0.0,0
8761,5.0,1.0,1.0,1.0,0
8762,5.0,0.0,0.0,1.0,0
8763,0.0,0.0,0.0,0.0,0
8764,2.0,5.0,1.0,3.0,0
8765,5.0,0.0,1.0,3.0,0
8766,5.0,5.0,0.0,4.0,1
8767,6.0,1.0,0.0,9.0,0
8768,5.0,1.0,0.0,13.0,0
8769,2.0,0.0,1.0,7.0,0
8770,5.0,5.0,0.0,8.0,0
8771,5.0,0.0,0.0,8.0,0
8772,5.0,5.0,1.0,3.0,0
8773,5.0,5.0,1.0,7.0,0
8774,5.0,1.0,0.0,3.0,0
8775,5.0,5.0,0.0,5.0,0
8776,5.0,1.0,0.0,1.0,0
8777,5.0,1.0,0.0,8.0,1
8778,5.0,0.0,1.0,7.0,0
8779,5.0,0.0,1.0,14.0,0
8780,4.0,1.0,0.0,8.0,0
8781,5.0,1.0,0.0,3.0,0
8782,5.0,1.0,0.0,10.0,0
8783,4.0,3.0,0.0,1.0,0
8784,4.0,1.0,0.0,6.0,0
8785,7.0,5.0,1.0,0.0,0
8786,2.0,5.0,0.0,3.0,0
8787,5.0,1.0,0.0,8.0,0
8788,6.0,1.0,0.0,7.0,1
8789,5.0,0.0,0.0,4.0,0
8790,3.0,0.0,0.0,8.0,0
8791,1.0,5.0,0.0,7.0,0
8792,4.0,6.0,1.0,6.0,0
8793,3.0,1.0,0.0,1.0,0
8794,0.0,1.0,1.0,0.0,0
8795,4.0,1.0,0.0,9.0,0
8796,5.0,1.0,0.0,3.0,1
8797,5.0,5.0,0.0,5.0,0
8798,5.0,5.0,0.0,13.0,0
8799,5.0,1.0,1.0,14.0,0
8800,4.0,1.0,0.0,7.0,0
8801,5.0,1.0,0.0,1.0,0
8802,3.0,1.0,0.0,7.0,0
8803,0.0,5.0,0.0,0.0,0
8804,5.0,6.0,1.0,1.0,0
8805,5.0,5.0,1.0,11.0,0
8806,5.0,4.0,0.0,1.0,0
8807,3.0,5.0,1.0,3.0,0
8808,5.0,0.0,1.0,3.0,0
8809,5.0,4.0,1.0,3.0,0
8810,6.0,5.0,0.0,1.0,0
8811,3.0,1.0,0.0,10.0,0
8812,5.0,5.0,1.0,6.0,0
8813,5.0,1.0,1.0,6.0,0
8814,4.0,1.0,0.0,8.0,0
8815,5.0,1.0,0.0,14.0,0
8816,5.0,1.0,0.0,8.0,0
8817,5.0,1.0,0.0,1.0,0
8818,5.0,1.0,0.0,4.0,0
8819,5.0,5.0,1.0,3.0,0
8820,5.0,1.0,0.0,13.0,0
8821,5.0,5.0,0.0,4.0,0
8822,5.0,5.0,0.0,6.0,0
8823,5.0,5.0,1.0,6.0,0
8824,5.0,1.0,0.0,12.0,0
8825,5.0,0.0,1.0,6.0,0
8826,5.0,5.0,1.0,7.0,0
8827,5.0,1.0,1.0,12.0,0
8828,5.0,1.0,0.0,14.0,0
8829,2.0,5.0,1.0,7.0,0
8830,4.0,0.0,0.0,14.0,0
8831,5.0,1.0,1.0,4.0,0
8832,5.0,5.0,0.0,4.0,0
8833,5.0,5.0,0.0,5.0,0
8834,2.0,5.0,1.0,7.0,0
8835,5.0,5.0,1.0,7.0,0
8836,0.0,5.0,1.0,0.0,0
8837,0.0,1.0,0.0,0.0,0
8838,5.0,0.0,1.0,14.0,0
8839,0.0,5.0,1.0,0.0,0
8840,6.0,1.0,0.0,13.0,0
8841,5.0,1.0,0.0,8.0,0
8842,5.0,1.0,0.0,14.0,0
8843,4.0,1.0,0.0,6.0,0
8844,4.0,0.0,0.0,14.0,0
8845,5.0,1.0,0.0,8.0,0
8846,5.0,1.0,1.0,7.0,0
8847,4.0,1.0,0.0,14.0,0
8848,5.0,1.0,0.0,8.0,0
8849,5.0,1.0,0.0,8.0,0
8850,5.0,1.0,0.0,1.0,0
8851,0.0,1.0,0.0,0.0,0
8852,5.0,0.0,0.0,9.0,0
8853,5.0,5.0,0.0,14.0,0
8854,3.0,0.0,1.0,3.0,0
8855,1.0,1.0,0.0,1.0,0
8856,5.0,1.0,0.0,8.0,0
8857,4.0,1.0,0.0,13.0,0
8858,5.0,5.0,0.0,7.0,0
8859,5.0,1.0,0.0,7.0,0
8860,5.0,1.0,0.0,12.0,0
8861,1.0,1.0,0.0,7.0,1
8862,5.0,5.0,1.0,3.0,0
8863,5.0,1.0,0.0,8.0,0
8864,5.0,5.0,0.0,9.0,0
8865,1.0,1.0,0.0,13.0,0
8866,5.0,5.0,0.0,1.0,0
8867,5.0,1.0,0.0,8.0,0
8868,6.0,1.0,0.0,1.0,0
8869,0.0,6.0,0.0,0.0,0
8870,5.0,1.0,0.0,4.0,0
8871,1.0,1.0,0.0,8.0,0
8872,5.0,5.0,0.0,14.0,0
8873,5.0,1.0,1.0,6.0,0
8874,5.0,5.0,1.0,14.0,0
8875,0.0,5.0,1.0,0.0,0
8876,5.0,1.0,0.0,8.0,0
8877,5.0,0.0,1.0,1.0,1
8878,5.0,5.0,1.0,14.0,0
8879,5.0,1.0,0.0,13.0,0
8880,5.0,3.0,0.0,6.0,0
8881,5.0,5.0,1.0,14.0,0
8882,5.0,0.0,1.0,1.0,0
8883,5.0,1.0,0.0,1.0,1
8884,3.0,0.0,1.0,1.0,0
8885,5.0,1.0,0.0,1.0,0
8886,5.0,5.0,1.0,7.0,0
8887,5.0,5.0,0.0,5.0,0
8888,5.0,5.0,1.0,1.0,0
8889,5.0,0.0,0.0,6.0,0
8890,5.0,5.0,0.0,1.0,0
8891,2.0,5.0,0.0,8.0,0
8892,5.0,1.0,0.0,8.0,0
8893,5.0,0.0,0.0,14.0,1
8894,5.0,1.0,1.0,12.0,0
8895,5.0,0.0,0.0,1.0,1
8896,5.0,1.0,0.0,6.0,0
8897,5.0,1.0,0.0,8.0,0
8898,3.0,5.0,1.0,3.0,0
8899,5.0,1.0,0.0,7.0,1
8900,0.0,1.0,0.0,0.0,0
8901,5.0,1.0,0.0,13.0,0
8902,5.0,0.0,1.0,7.0,0
8903,8.0,1.0,0.0,5.0,0
8904,5.0,5.0,0.0,5.0,0
8905,5.0,5.0,0.0,8.0,0
8906,5.0,5.0,1.0,3.0,0
8907,5.0,1.0,0.0,6.0,0
8908,5.0,1.0,0.0,3.0,0
8909,5.0,5.0,1.0,1.0,0
8910,5.0,5.0,0.0,6.0,0
8911,2.0,0.0,1.0,10.0,0
8912,3.0,0.0,1.0,7.0,0
8913,5.0,1.0,0.0,7.0,0
8914,5.0,1.0,0.0,5.0,0
8915,5.0,1.0,0.0,14.0,0
8916,0.0,5.0,1.0,0.0,0
8917,5.0,1.0,0.0,9.0,0
8918,4.0,1.0,0.0,7.0,0
8919,5.0,5.0,0.0,7.0,0
8920,5.0,0.0,1.0,6.0,0
8921,0.0,5.0,0.0,0.0,0
8922,2.0,5.0,1.0,3.0,0
8923,6.0,1.0,0.0,14.0,0
8924,5.0,1.0,0.0,12.0,0
8925,5.0,1.0,0.0,5.0,0
8926,5.0,1.0,0.0,7.0,0
8927,5.0,1.0,0.0,8.0,0
8928,5.0,0.0,1.0,14.0,0
8929,5.0,6.0,0.0,7.0,0
8930,5.0,1.0,0.0,3.0,0
8931,5.0,1.0,1.0,3.0,0
8932,5.0,1.0,0.0,8.0,0
8933,2.0,5.0,1.0,7.0,0
8934,2.0,1.0,0.0,6.0,0
8935,5.0,5.0,0.0,12.0,0
8936,5.0,1.0,0.0,3.0,0
8937,5.0,0.0,1.0,3.0,0
8938,2.0,1.0,0.0,14.0,0
8939,5.0,1.0,0.0,3.0,0
8940,5.0,1.0,1.0,3.0,0
8941,5.0,1.0,1.0,8.0,1
8942,5.0,1.0,0.0,8.0,0
8943,3.0,0.0,0.0,1.0,0
8944,5.0,1.0,1.0,11.0,0
8945,6.0,1.0,0.0,1.0,0
8946,5.0,1.0,0.0,12.0,0
8947,3.0,5.0,1.0,6.0,0
8948,4.0,1.0,0.0,4.0,0
8949,4.0,1.0,0.0,4.0,0
8950,5.0,1.0,0.0,14.0,0
8951,3.0,5.0,1.0,7.0,0
8952,5.0,0.0,0.0,8.0,0
8953,0.0,5.0,0.0,0.0,0
8954,2.0,0.0,0.0,7.0,0
8955,5.0,6.0,1.0,7.0,0
8956,5.0,1.0,0.0,13.0,0
8957,1.0,1.0,0.0,4.0,1
8958,5.0,1.0,0.0,8.0,1
8959,5.0,1.0,0.0,3.0,0
8960,5.0,1.0,0.0,1.0,1
8961,5.0,1.0,0.0,5.0,0
8962,2.0,6.0,1.0,6.0,0
8963,5.0,1.0,1.0,1.0,0
8964,5.0,1.0,1.0,4.0,0
8965,5.0,1.0,0.0,3.0,0
8966,5.0,1.0,0.0,13.0,0
8967,4.0,0.0,0.0,13.0,0
8968,4.0,1.0,1.0,14.0,0
8969,5.0,5.0,0.0,5.0,0
8970,5.0,1.0,0.0,14.0,0
8971,5.0,6.0,1.0,8.0,0
8972,5.0,5.0,0.0,5.0,0
8973,5.0,5.0,0.0,8.0,0
8974,5.0,5.0,1.0,14.0,0
8975,5.0,1.0,0.0,6.0,0
8976,5.0,5.0,0.0,8.0,0
8977,4.0,1.0,0.0,1.0,0
8978,5.0,5.0,1.0,14.0,0
8979,2.0,5.0,1.0,7.0,0
8980,4.0,1.0,0.0,7.0,0
8981,5.0,5.0,0.0,4.0,0
8982,5.0,1.0,0.0,8.0,0
8983,5.0,5.0,1.0,14.0,0
8984,5.0,5.0,0.0,7.0,0
8985,4.0,1.0,0.0,1.0,0
8986,5.0,1.0,0.0,14.0,0
8987,5.0,5.0,1.0,8.0,0
8988,0.0,6.0,1.0,0.0,0
8989,5.0,5.0,0.0,13.0,0
8990,5.0,4.0,0.0,8.0,0
8991,5.0,5.0,1.0,1.0,0
8992,5.0,1.0,0.0,4.0,0
8993,5.0,0.0,1.0,4.0,0
8994,5.0,5.0,1.0,7.0,0
8995,5.0,0.0,1.0,7.0,0
8996,5.0,5.0,0.0,8.0,1
8997,4.0,0.0,0.0,14.0,0
8998,5.0,5.0,0.0,14.0,0
8999,5.0,1.0,0.0,3.0,1
9000,5.0,5.0,1.0,10.0,0
9001,4.0,1.0,0.0,9.0,0
9002,5.0,1.0,0.0,12.0,0
9003,5.0,5.0,0.0,7.0,0
9004,5.0,0.0,1.0,3.0,0
9005,5.0,4.0,0.0,6.0,0
9006,5.0,1.0,0.0,7.0,0
9007,5.0,6.0,1.0,6.0,0
9008,5.0,4.0,1.0,6.0,0
9009,5.0,1.0,0.0,14.0,0
9010,2.0,1.0,0.0,8.0,0
9011,5.0,5.0,1.0,7.0,0
9012,5.0,1.0,0.0,8.0,0
9013,5.0,5.0,0.0,3.0,0
9014,5.0,5.0,1.0,4.0,0
9015,5.0,1.0,0.0,4.0,0
9016,1.0,5.0,0.0,5.0,0
9017,5.0,5.0,1.0,3.0,0
9018,4.0,1.0,0.0,9.0,0
9019,5.0,5.0,1.0,14.0,0
9020,5.0,1.0,0.0,1.0,0
9021,5.0,5.0,0.0,6.0,0
9022,4.0,1.0,0.0,1.0,0
9023,5.0,1.0,0.0,8.0,0
9024,6.0,5.0,0.0,6.0,0
9025,5.0,5.0,0.0,8.0,0
9026,5.0,6.0,1.0,5.0,0
9027,5.0,1.0,0.0,8.0,0
9028,6.0,1.0,0.0,7.0,0
9029,5.0,1.0,1.0,1.0,0
9030,0.0,5.0,1.0,0.0,0
9031,5.0,0.0,0.0,5.0,0
9032,0.0,5.0,0.0,0.0,0
9033,5.0,1.0,0.0,8.0,0
9034,2.0,1.0,1.0,3.0,0
9035,5.0,1.0,0.0,13.0,0
9036,5.0,5.0,0.0,14.0,0
9037,5.0,1.0,0.0,4.0,0
9038,5.0,1.0,0.0,14.0,0
9039,5.0,1.0,0.0,4.0,0
9040,5.0,5.0,0.0,5.0,0
9041,2.0,1.0,1.0,7.0,0
9042,2.0,1.0,0.0,8.0,0
9043,4.0,1.0,1.0,14.0,0
9044,5.0,5.0,0.0,5.0,0
9045,3.0,4.0,0.0,8.0,0
9046,5.0,5.0,0.0,1.0,1
9047,5.0,5.0,1.0,14.0,0
9048,5.0,5.0,1.0,14.0,0
9049,5.0,3.0,0.0,3.0,0
9050,5.0,0.0,0.0,4.0,0
9051,5.0,5.0,0.0,3.0,0
9052,4.0,1.0,0.0,7.0,0
9053,2.0,0.0,1.0,7.0,0
9054,0.0,5.0,0.0,0.0,0
9055,5.0,1.0,0.0,5.0,0
9056,5.0,5.0,0.0,6.0,0
9057,4.0,1.0,0.0,1.0,0
9058,5.0,5.0,1.0,6.0,0
9059,1.0,0.0,0.0,1.0,0
9060,5.0,5.0,1.0,7.0,1
9061,5.0,5.0,1.0,4.0,0
9062,5.0,0.0,1.0,6.0,0
9063,5.0,5.0,1.0,6.0,0
9064,5.0,0.0,1.0,6.0,0
9065,5.0,5.0,0.0,9.0,0
9066,5.0,0.0,0.0,8.0,0
9067,6.0,1.0,0.0,14.0,0
9068,5.0,1.0,0.0,1.0,0
9069,5.0,0.0,1.0,7.0,0
9070,3.0,0.0,1.0,3.0,0
9071,5.0,5.0,1.0,14.0,0
9072,5.0,1.0,0.0,12.0,0
9073,5.0,5.0,0.0,6.0,0
9074,5.0,1.0,0.0,1.0,0
9075,5.0,5.0,1.0,3.0,0
9076,5.0,0.0,0.0,9.0,0
9077,5.0,1.0,0.0,13.0,0
9078,5.0,1.0,0.0,1.0,0
9079,5.0,5.0,1.0,3.0,0
9080,5.0,5.0,0.0,9.0,0
9081,0.0,6.0,1.0,0.0,0
9082,5.0,0.0,1.0,3.0,0
9083,0.0,5.0,0.0,0.0,0
9084,4.0,1.0,0.0,14.0,0
9085,1.0,0.0,0.0,7.0,0
9086,5.0,5.0,0.0,6.0,0
9087,5.0,1.0,0.0,13.0,0
9088,5.0,1.0,0.0,14.0,0
9089,0.0,5.0,0.0,0.0,0
9090,5.0,5.0,0.0,13.0,0
9091,0.0,0.0,1.0,0.0,0
9092,5.0,5.0,0.0,8.0,0
9093,5.0,1.0,0.0,1.0,0
9094,2.0,1.0,0.0,1.0,0
9095,5.0,5.0,1.0,14.0,0
9096,5.0,5.0,1.0,14.0,1
9097,5.0,1.0,0.0,1.0,0
9098,5.0,1.0,0.0,3.0,0
9099,1.0,1.0,0.0,8.0,0
9100,5.0,5.0,1.0,1.0,0
9101,5.0,5.0,1.0,7.0,0
9102,0.0,5.0,0.0,0.0,0
9103,2.0,0.0,1.0,3.0,0
9104,5.0,4.0,1.0,6.0,0
9105,4.0,1.0,0.0,9.0,0
9106,1.0,4.0,1.0,7.0,0
9107,5.0,5.0,1.0,1.0,0
9108,3.0,1.0,0.0,12.0,0
9109,5.0,1.0,0.0,8.0,0
9110,5.0,1.0,0.0,13.0,0
9111,5.0,0.0,1.0,6.0,0
9112,2.0,1.0,0.0,7.0,0
9113,3.0,5.0,1.0,7.0,0
9114,5.0,1.0,0.0,13.0,0
9115,5.0,5.0,1.0,6.0,0
9116,5.0,5.0,0.0,5.0,0
9117,4.0,1.0,0.0,9.0,0
9118,5.0,1.0,0.0,8.0,0
9119,4.0,0.0,0.0,8.0,0
9120,3.0,1.0,0.0,1.0,0
9121,5.0,5.0,0.0,5.0,0
9122,5.0,6.0,1.0,8.0,0
9123,5.0,4.0,1.0,3.0,0
9124,5.0,5.0,1.0,4.0,0
9125,3.0,1.0,0.0,10.0,0
9126,5.0,0.0,0.0,14.0,0
9127,5.0,1.0,0.0,4.0,0
9128,0.0,5.0,0.0,0.0,0
9129,5.0,1.0,0.0,5.0,0
9130,4.0,1.0,0.0,8.0,0
9131,5.0,1.0,0.0,13.0,1
9132,5.0,1.0,0.0,13.0,0
9133,4.0,5.0,0.0,9.0,0
9134,5.0,5.0,0.0,14.0,0
9135,0.0,5.0,1.0,0.0,0
9136,5.0,0.0,0.0,13.0,0
9137,0.0,5.0,0.0,0.0,0
9138,5.0,1.0,0.0,1.0,0
9139,5.0,5.0,1.0,3.0,0
9140,1.0,5.0,0.0,3.0,0
9141,2.0,5.0,1.0,7.0,0
9142,5.0,5.0,1.0,12.0,0
9143,5.0,5.0,1.0,6.0,0
9144,3.0,5.0,1.0,7.0,0
9145,0.0,1.0,0.0,0.0,0
9146,5.0,0.0,1.0,4.0,0
9147,5.0,0.0,0.0,8.0,0
9148,5.0,0.0,0.0,4.0,1
9149,4.0,1.0,0.0,8.0,0
9150,2.0,1.0,0.0,6.0,0
9151,5.0,1.0,0.0,8.0,0
9152,5.0,5.0,1.0,6.0,0
9153,4.0,4.0,0.0,8.0,0
9154,5.0,1.0,0.0,4.0,0
9155,4.0,1.0,0.0,7.0,0
9156,1.0,4.0,1.0,1.0,0
9157,5.0,5.0,0.0,1.0,0
9158,6.0,5.0,1.0,1.0,1
9159,5.0,1.0,0.0,8.0,0
9160,5.0,1.0,0.0,8.0,0
9161,5.0,6.0,0.0,8.0,0
9162,5.0,0.0,1.0,6.0,0
9163,5.0,1.0,0.0,6.0,0
9164,6.0,0.0,0.0,5.0,0
9165,5.0,0.0,1.0,6.0,0
9166,5.0,5.0,1.0,3.0,0
9167,3.0,1.0,0.0,10.0,0
9168,2.0,5.0,0.0,6.0,0
9169,5.0,1.0,1.0,8.0,0
9170,5.0,1.0,0.0,14.0,0
9171,5.0,1.0,0.0,14.0,0
9172,4.0,5.0,0.0,8.0,0
9173,5.0,1.0,0.0,8.0,0
9174,5.0,5.0,0.0,14.0,0
9175,0.0,1.0,0.0,0.0,0
9176,5.0,1.0,0.0,6.0,0
9177,5.0,5.0,0.0,14.0,0
9178,5.0,5.0,0.0,6.0,0
9179,5.0,1.0,0.0,14.0,0
9180,4.0,1.0,0.0,5.0,0
9181,5.0,5.0,1.0,6.0,0
9182,5.0,1.0,0.0,7.0,0
9183,5.0,5.0,1.0,7.0,0
9184,5.0,1.0,0.0,8.0,0
9185,5.0,1.0,0.0,7.0,1
9186,3.0,1.0,0.0,8.0,0
9187,5.0,1.0,1.0,3.0,0
9188,5.0,0.0,1.0,6.0,0
9189,6.0,1.0,0.0,14.0,0
9190,5.0,1.0,0.0,1.0,0
9191,5.0,5.0,1.0,6.0,0
9192,5.0,1.0,1.0,1.0,0
9193,1.0,1.0,0.0,12.0,0
9194,5.0,1.0,0.0,1.0,0
9195,3.0,0.0,1.0,3.0,0
9196,4.0,5.0,0.0,7.0,0
9197,5.0,0.0,0.0,6.0,0
9198,4.0,1.0,0.0,3.0,0
9199,5.0,1.0,0.0,7.0,0
9200,5.0,1.0,0.0,5.0,0
9201,5.0,1.0,0.0,8.0,0
9202,1.0,0.0,1.0,3.0,1
9203,5.0,0.0,1.0,12.0,0
9204,5.0,1.0,0.0,1.0,0
9205,5.0,0.0,1.0,7.0,1
9206,5.0,1.0,0.0,1.0,0
9207,5.0,0.0,0.0,4.0,0
9208,5.0,1.0,0.0,12.0,0
9209,5.0,1.0,0.0,8.0,0
9210,2.0,1.0,0.0,7.0,0
9211,0.0,0.0,1.0,0.0,0
9212,5.0,1.0,0.0,5.0,0
9213,5.0,1.0,0.0,13.0,0
9214,5.0,1.0,0.0,13.0,0
9215,5.0,5.0,1.0,8.0,0
9216,5.0,1.0,1.0,7.0,0
9217,5.0,1.0,0.0,8.0,0
9218,5.0,1.0,0.0,1.0,0
9219,5.0,4.0,1.0,14.0,0
9220,5.0,5.0,1.0,3.0,0
9221,5.0,0.0,1.0,6.0,0
9222,5.0,0.0,1.0,1.0,0
9223,6.0,3.0,1.0,3.0,0
9224,5.0,1.0,0.0,3.0,1
9225,5.0,0.0,1.0,3.0,0
9226,4.0,6.0,0.0,9.0,0
9227,2.0,5.0,1.0,7.0,1
9228,5.0,5.0,0.0,5.0,0
9229,5.0,0.0,1.0,8.0,1
9230,4.0,1.0,0.0,1.0,0
9231,5.0,1.0,0.0,8.0,0
9232,3.0,1.0,0.0,13.0,0
9233,4.0,6.0,1.0,12.0,0
9234,5.0,5.0,0.0,10.0,0
9235,5.0,1.0,0.0,8.0,0
9236,5.0,5.0,0.0,6.0,0
9237,5.0,1.0,0.0,8.0,0
9238,2.0,5.0,1.0,7.0,0
9239,5.0,1.0,0.0,6.0,0
9240,5.0,5.0,0.0,8.0,0
9241,1.0,1.0,0.0,7.0,0
9242,5.0,0.0,0.0,5.0,0
9243,5.0,5.0,0.0,14.0,0
9244,3.0,5.0,0.0,8.0,0
9245,5.0,1.0,0.0,1.0,0
9246,5.0,1.0,0.0,1.0,1
9247,5.0,5.0,0.0,5.0,0
9248,5.0,1.0,0.0,1.0,1
9249,5.0,5.0,1.0,3.0,0
9250,4.0,1.0,0.0,8.0,0
9251,0.0,6.0,1.0,0.0,0
9252,2.0,5.0,0.0,5.0,0
9253,5.0,5.0,1.0,3.0,0
9254,5.0,0.0,0.0,8.0,0
9255,3.0,5.0,1.0,3.0,0
9256,5.0,1.0,0.0,1.0,0
9257,0.0,6.0,0.0,0.0,0
9258,5.0,1.0,0.0,7.0,0
9259,5.0,1.0,0.0,8.0,0
9260,4.0,1.0,0.0,1.0,0
9261,5.0,1.0,0.0,1.0,0
9262,5.0,5.0,1.0,3.0,0
9263,5.0,3.0,0.0,13.0,0
9264,5.0,3.0,1.0,14.0,0
9265,4.0,6.0,0.0,14.0,0
9266,5.0,5.0,0.0,1.0,0
9267,1.0,1.0,0.0,3.0,0
9268,2.0,5.0,1.0,3.0,0
9269,5.0,5.0,1.0,3.0,0
9270,5.0,5.0,0.0,8.0,0
9271,5.0,1.0,0.0,7.0,0
9272,4.0,5.0,1.0,9.0,0
9273,5.0,1.0,0.0,4.0,0
9274,0.0,1.0,1.0,0.0,1
9275,4.0,6.0,1.0,1.0,0
9276,5.0,0.0,1.0,6.0,0
9277,2.0,1.0,0.0,10.0,0
9278,3.0,5.0,1.0,6.0,0
9279,6.0,1.0,0.0,1.0,1
9280,1.0,5.0,0.0,1.0,0
9281,2.0,6.0,1.0,3.0,0
9282,5.0,0.0,1.0,11.0,0
9283,3.0,0.0,1.0,3.0,0
9284,5.0,5.0,1.0,3.0,0
9285,5.0,1.0,0.0,14.0,0
9286,5.0,0.0,0.0,6.0,0
9287,5.0,0.0,1.0,1.0,0
9288,5.0,4.0,0.0,14.0,0
9289,0.0,1.0,1.0,0.0,0
9290,5.0,1.0,0.0,4.0,0
9291,5.0,5.0,0.0,14.0,0
9292,5.0,1.0,0.0,8.0,0
9293,5.0,5.0,0.0,13.0,0
9294,1.0,5.0,1.0,3.0,0
9295,5.0,4.0,1.0,12.0,1
9296,4.0,5.0,1.0,14.0,0
9297,5.0,1.0,1.0,3.0,0
9298,5.0,1.0,0.0,7.0,0
9299,2.0,1.0,0.0,1.0,0
9300,5.0,1.0,0.0,5.0,0
9301,5.0,0.0,1.0,14.0,0
9302,5.0,5.0,1.0,3.0,0
9303,5.0,0.0,0.0,3.0,1
9304,5.0,1.0,0.0,8.0,0
9305,5.0,1.0,0.0,8.0,0
9306,3.0,5.0,0.0,6.0,0
9307,5.0,1.0,0.0,13.0,0
9308,5.0,5.0,1.0,3.0,0
9309,5.0,6.0,1.0,13.0,0
9310,5.0,5.0,1.0,4.0,0
9311,3.0,5.0,1.0,7.0,0
9312,0.0,1.0,0.0,0.0,0
9313,4.0,1.0,0.0,7.0,0
9314,5.0,5.0,0.0,5.0,0
9315,5.0,3.0,1.0,11.0,0
9316,5.0,5.0,1.0,1.0,0
9317,1.0,1.0,0.0,1.0,1
9318,5.0,1.0,0.0,7.0,0
9319,0.0,5.0,0.0,0.0,0
9320,2.0,1.0,0.0,10.0,0
9321,5.0,5.0,0.0,14.0,0
9322,2.0,1.0,0.0,8.0,0
9323,6.0,0.0,0.0,9.0,0
9324,5.0,0.0,1.0,14.0,0
9325,5.0,5.0,0.0,14.0,1
9326,5.0,4.0,0.0,5.0,0
9327,5.0,1.0,0.0,6.0,0
9328,5.0,0.0,1.0,12.0,0
9329,5.0,5.0,0.0,3.0,0
9330,2.0,1.0,0.0,8.0,0
9331,5.0,1.0,0.0,14.0,1
9332,5.0,5.0,1.0,3.0,0
9333,5.0,1.0,0.0,8.0,0
9334,1.0,0.0,0.0,1.0,0
9335,5.0,1.0,0.0,1.0,0
9336,5.0,5.0,1.0,14.0,0
9337,5.0,1.0,0.0,10.0,0
9338,5.0,0.0,1.0,14.0,0
9339,5.0,1.0,0.0,7.0,1
9340,2.0,0.0,1.0,3.0,0
9341,5.0,1.0,0.0,8.0,0
9342,4.0,5.0,1.0,3.0,0
9343,2.0,1.0,0.0,10.0,0
9344,5.0,1.0,0.0,8.0,0
9345,5.0,1.0,0.0,14.0,0
9346,5.0,5.0,0.0,12.0,0
9347,3.0,1.0,1.0,7.0,0
9348,5.0,5.0,0.0,1.0,0
9349,2.0,1.0,0.0,1.0,0
9350,3.0,1.0,0.0,12.0,0
9351,3.0,5.0,0.0,13.0,0
9352,5.0,1.0,0.0,1.0,0
9353,5.0,1.0,0.0,1.0,1
9354,0.0,5.0,1.0,0.0,0
9355,5.0,1.0,0.0,4.0,0
9356,5.0,1.0,0.0,9.0,0
9357,5.0,1.0,1.0,6.0,0
9358,5.0,6.0,1.0,6.0,0
